,X,DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
602,36225,1/21/14,13:30,BROOKLYN,11235,40.5883828,-73.9505374,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
603,36226,1/21/14,13:30,BROOKLYN,11223,40.5838196,-73.9708458,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
604,36227,1/21/14,13:30,BROOKLYN,11206,40.6956168,-73.9405551,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
605,36228,1/21/14,13:29,BRONX,10466,40.8963019,-73.8468735,0,0,0,0,0,0,0,0,Other Vehicular,VAN,64,0,206,0,-110,68,340
606,36229,1/21/14,13:28,BROOKLYN,11223,40.598312,-73.9611853,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
607,36230,1/21/14,13:27,BRONX,10458,40.8687041,-73.8847093,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
608,36231,1/21/14,13:25,MANHATTAN,NA,40.7449272,-73.8370799,0,0,0,0,0,0,0,0,Outside Car Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
609,36232,1/21/14,13:25,QUEENS,11435,40.7025309,-73.814293,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
610,36233,1/21/14,13:21,BRONX,10452,40.8411332,-73.9239954,0,0,0,0,0,0,0,0,Traffic Control Disregarded,LIVERY VEHICLE,64,0,206,0,-110,68,340
611,36234,1/21/14,13:20,QUEENS,11434,40.6725324,-73.7711781,1,0,0,0,0,0,1,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
612,36235,1/21/14,13:20,QUEENS,11432,40.7118119,-73.7878451,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
613,36236,1/21/14,13:20,QUEENS,11385,40.6914356,-73.8906231,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
614,36237,1/21/14,13:20,BROOKLYN,11217,40.6887604,-73.9808422,0,0,0,0,0,0,0,0,Turning Improperly,BUS,64,0,206,0,-110,68,340
615,36238,1/21/14,13:20,BROOKLYN,11212,40.6698234,-73.9098038,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
616,36239,1/21/14,13:17,QUEENS,11412,40.6874789,-73.7583298,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
617,36240,1/21/14,13:15,QUEENS,11428,40.7151436,-73.7493556,0,0,0,0,0,0,0,0,Outside Car Distraction,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
618,36241,1/21/14,13:15,QUEENS,11378,40.7303649,-73.9254062,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
619,36242,1/21/14,13:15,QUEENS,11356,40.7801454,-73.8487546,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
620,36243,1/21/14,13:15,BRONX,10465,40.8285193,-73.8411794,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
621,36244,1/21/14,13:10,MANHATTAN,10013,40.7179248,-74.0089428,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
622,36245,1/21/14,13:10,BROOKLYN,11229,40.5985113,-73.9395613,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
623,36246,1/21/14,13:10,BRONX,10455,40.8162619,-73.9141971,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
624,36247,1/21/14,13:09,BROOKLYN,11210,40.6328856,-73.9476978,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
625,36248,1/21/14,13:06,STATEN ISLAND,10309,40.5235891,-74.2051405,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
626,36249,1/21/14,13:05,QUEENS,11106,40.7643491,-73.9234585,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
627,36250,1/21/14,13:00,QUEENS,11432,40.7107097,-73.7930392,0,0,0,0,0,0,0,0,Pavement Slippery,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
628,36251,1/21/14,13:00,QUEENS,11428,40.7172958,-73.7533157,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
629,36252,1/21/14,13:00,QUEENS,11421,40.6959506,-73.8623681,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
630,36253,1/21/14,13:00,QUEENS,11373,40.7372527,-73.8660933,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
631,36254,1/21/14,13:00,MANHATTAN,10025,40.7935573,-73.967016,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,VAN,64,0,206,0,-110,68,340
632,36255,1/21/14,13:00,BROOKLYN,11219,40.6350244,-73.9921204,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
633,36256,1/21/14,13:00,BROOKLYN,11211,40.7058989,-73.9601524,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
634,36257,1/21/14,13:00,BROOKLYN,11204,40.6227646,-73.9793625,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
635,36258,1/21/14,13:00,BRONX,10466,40.8894274,-73.8629476,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
636,36259,1/21/14,13:00,BRONX,10458,40.8627123,-73.893136,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,64,0,206,0,-110,68,340
637,36260,1/21/14,13:00,BRONX,10456,40.8326092,-73.917609,0,0,0,0,0,0,0,0,Backing Unsafely,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
638,36261,1/21/14,12:58,BROOKLYN,11219,40.6281623,-74.0100151,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
639,36262,1/21/14,12:57,QUEENS,11365,40.7392163,-73.7808474,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
640,36263,1/21/14,12:56,BRONX,10470,40.8973053,-73.8634161,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
641,36264,1/21/14,12:55,MANHATTAN,10128,40.784237,-73.9470697,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,64,0,206,0,-110,68,340
642,36265,1/21/14,12:55,QUEENS,11419,40.6941977,-73.8159642,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
643,36266,1/21/14,12:54,MANHATTAN,10026,40.8013326,-73.9501877,0,0,0,0,0,0,0,0,Other Vehicular,AMBULANCE,64,0,206,0,-110,68,340
644,36267,1/21/14,12:53,BROOKLYN,11218,40.6454517,-73.9730998,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
645,36268,1/21/14,12:50,BROOKLYN,11209,40.6334755,-74.0299145,1,0,0,0,1,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
646,36269,1/21/14,12:50,MANHATTAN,10075,40.7756404,-73.9605114,0,0,0,0,0,0,0,0,Unspecified,BUS,64,0,206,0,-110,68,340
647,36270,1/21/14,12:50,MANHATTAN,10035,40.8014181,-73.934454,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
648,36271,1/21/14,12:50,BROOKLYN,11234,40.6261901,-73.9218373,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
649,36272,1/21/14,12:50,BROOKLYN,11221,40.6879349,-73.9153935,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
650,36273,1/21/14,12:45,QUEENS,11422,40.6565442,-73.736637,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
651,36274,1/21/14,12:45,QUEENS,11372,40.7506279,-73.8759448,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
652,36275,1/21/14,12:45,MANHATTAN,10038,40.7101767,-74.0011362,0,0,0,0,0,0,0,0,Pavement Slippery,TAXI,64,0,206,0,-110,68,340
653,36276,1/21/14,12:45,MANHATTAN,10011,40.7488912,-74.0070233,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
654,36277,1/21/14,12:45,BROOKLYN,11232,40.6569634,-74.0087905,0,0,0,0,0,0,0,0,Pavement Slippery,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
655,36278,1/21/14,12:45,BROOKLYN,11225,40.6623522,-73.9508105,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
656,36279,1/21/14,12:45,BROOKLYN,11201,40.7020602,-73.9926138,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
657,36280,1/21/14,12:41,QUEENS,11357,40.7812761,-73.803248,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
658,36281,1/21/14,12:40,QUEENS,11432,40.7123691,-73.7939033,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
659,36282,1/21/14,12:40,QUEENS,11377,40.7564052,-73.8979087,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
660,36283,1/21/14,12:37,BRONX,10470,40.8974059,-73.8626129,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
661,36284,1/21/14,12:34,BRONX,10470,40.8974059,-73.8626129,0,0,0,0,0,0,0,0,Pavement Slippery,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
662,36285,1/21/14,12:30,BROOKLYN,11212,40.6578502,-73.9164733,1,0,0,0,0,0,1,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
663,36286,1/21/14,12:30,STATEN ISLAND,10304,40.5964324,-74.0912206,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
664,36287,1/21/14,12:30,QUEENS,11385,40.70891,-73.8635063,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
665,36288,1/21/14,12:30,QUEENS,11362,40.7565016,-73.7334191,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
666,36289,1/21/14,12:30,MANHATTAN,10002,40.7185558,-73.9882,0,0,0,0,0,0,0,0,Unspecified,TAXI,64,0,206,0,-110,68,340
667,36290,1/21/14,12:30,BROOKLYN,11234,40.6071786,-73.9164142,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
668,36291,1/21/14,12:30,BRONX,10471,40.9067463,-73.9003838,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
669,36292,1/21/14,12:29,BRONX,10457,40.8491057,-73.8949471,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
670,36293,1/21/14,12:28,BROOKLYN,11207,40.6618355,-73.8931046,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
671,36294,1/21/14,12:27,BROOKLYN,11210,40.6261493,-73.9525808,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
672,36295,1/21/14,12:20,STATEN ISLAND,10304,40.6268492,-74.0816038,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
673,36296,1/21/14,12:20,BRONX,10461,40.8343549,-73.8262226,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,64,0,206,0,-110,68,340
674,36297,1/21/14,12:17,BROOKLYN,11203,40.6620514,-73.9314803,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
675,36298,1/21/14,12:15,MANHATTAN,NA,40.6425396,-73.8765111,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
676,36299,1/21/14,12:15,QUEENS,11432,40.7139261,-73.8021121,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
677,36300,1/21/14,12:15,BROOKLYN,11203,40.6416581,-73.9370396,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
678,36301,1/21/14,12:13,MANHATTAN,NA,40.8281091,-73.8856698,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
679,36302,1/21/14,12:11,QUEENS,11432,40.7139261,-73.8021121,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
680,36303,1/21/14,12:10,QUEENS,11435,40.7014601,-73.8041291,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
681,36304,1/21/14,12:10,QUEENS,11372,40.7548736,-73.8918797,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
682,36305,1/21/14,12:10,BROOKLYN,11215,40.6744673,-73.9754675,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
683,36306,1/21/14,12:10,BRONX,10459,40.8215403,-73.9008474,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
684,36307,1/21/14,12:10,BRONX,10454,40.8081625,-73.9265219,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
685,36308,1/21/14,12:09,BRONX,10475,40.8799484,-73.8233768,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
686,36309,1/21/14,12:06,BROOKLYN,NA,40.6665387,-73.809943,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
687,36310,1/21/14,12:05,QUEENS,NA,40.5259931,-74.225346,0,0,0,0,0,0,0,0,Obstruction/Debris,PASSENGER VEHICLE,64,0,206,0,-110,68,340
688,36311,1/21/14,12:03,MANHATTAN,10025,40.8054526,-73.9657639,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
689,36312,1/21/14,12:01,STATEN ISLAND,10304,40.6303175,-74.0868212,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
690,36313,1/21/14,12:00,BROOKLYN,11212,40.6645096,-73.9172219,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
691,36314,1/21/14,12:00,BRONX,10472,40.8312658,-73.8788443,1,0,1,0,0,0,0,0,Unspecified,UNKNOWN,64,0,206,0,-110,68,340
692,36315,1/21/14,12:00,BRONX,NA,40.5340363,-74.1956477,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
693,36316,1/21/14,12:00,STATEN ISLAND,10314,40.6210193,-74.131804,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
694,36317,1/21/14,12:00,QUEENS,11435,40.7042012,-73.8152441,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
695,36318,1/21/14,12:00,QUEENS,11435,40.710282,-73.8125436,0,0,0,0,0,0,0,0,Pavement Slippery,LARGE COM VEH(6 OR MORE TIRES),64,0,206,0,-110,68,340
696,36319,1/21/14,12:00,QUEENS,11432,40.7087264,-73.7906539,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
697,36320,1/21/14,12:00,QUEENS,11422,40.6784167,-73.7292138,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
698,36321,1/21/14,12:00,QUEENS,11354,40.7759769,-73.8277795,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
699,36322,1/21/14,12:00,MANHATTAN,10075,40.7733356,-73.9550538,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
700,36323,1/21/14,12:00,MANHATTAN,10027,40.8082209,-73.954492,0,0,0,0,0,0,0,0,Traffic Control Disregarded,TAXI,64,0,206,0,-110,68,340
701,36324,1/21/14,11:00,MANHATTAN,NA,40.6663873,-73.8017668,0,0,0,0,0,0,0,0,Unspecified,TAXI,64,0,206,0,-110,68,340
702,36325,1/21/14,12:00,MANHATTAN,10018,40.7564889,-73.9977585,0,0,0,0,0,0,0,0,Other Vehicular,PICK-UP TRUCK,64,0,206,0,-110,68,340
703,36326,1/21/14,12:00,MANHATTAN,10011,40.7359252,-74.0007217,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
704,36327,1/21/14,12:00,MANHATTAN,10007,40.7171751,-74.0128675,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
705,36328,1/21/14,12:00,MANHATTAN,10003,40.7274022,-73.9885376,0,0,0,0,0,0,0,0,Pavement Slippery,SMALL COM VEH(4 TIRES),64,0,206,0,-110,68,340
706,36329,1/21/14,12:00,BROOKLYN,11236,40.6324369,-73.8881726,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
707,36330,1/21/14,12:00,BROOKLYN,11216,40.6862043,-73.9507352,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
708,36331,1/21/14,12:00,BROOKLYN,11203,40.6420714,-73.9303586,0,0,0,0,0,0,0,0,Pavement Slippery,OTHER,64,0,206,0,-110,68,340
709,36332,1/21/14,11:55,BROOKLYN,11236,40.6450874,-73.9063671,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
710,36333,1/21/14,11:55,BRONX,10452,40.830346,-73.9232742,0,0,0,0,0,0,0,0,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
711,36334,1/21/14,11:54,MANHATTAN,10022,40.7592841,-73.959265,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
712,36335,1/21/14,11:53,QUEENS,11004,40.7373344,-73.7083194,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
713,36336,1/21/14,11:52,BRONX,10458,40.8609971,-73.896425,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
714,36337,1/21/14,11:50,QUEENS,11357,40.7845664,-73.8214018,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,64,0,206,0,-110,68,340
715,36338,1/21/14,11:50,MANHATTAN,10036,40.7585332,-73.9888427,1,0,0,0,0,0,1,0,Unspecified,PICK-UP TRUCK,64,0,206,0,-110,68,340
716,36339,1/21/14,11:50,QUEENS,11429,40.7058885,-73.749513,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,64,0,206,0,-110,68,340
717,36340,1/21/14,11:50,QUEENS,11103,40.7642669,-73.9157911,0,0,0,0,0,0,0,0,Pavement Slippery,PICK-UP TRUCK,64,0,206,0,-110,68,340
718,36341,1/21/14,11:50,BROOKLYN,11203,40.6504695,-73.9244216,0,0,0,0,0,0,0,0,Prescription Medication,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
719,36342,1/21/14,11:50,BRONX,10456,40.8285333,-73.9034603,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
720,36343,1/21/14,11:49,BROOKLYN,11215,40.673975,-73.9856988,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,64,0,206,0,-110,68,340
721,36344,1/21/14,11:48,BROOKLYN,11234,40.6148396,-73.9206224,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
722,36345,1/21/14,11:47,BROOKLYN,11209,40.631506,-74.0247905,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
723,36346,1/21/14,11:46,QUEENS,11367,40.7158041,-73.8244755,0,0,0,0,0,0,0,0,Turning Improperly,UNKNOWN,64,0,206,0,-110,68,340
724,36347,1/21/14,11:45,QUEENS,11412,40.6923852,-73.7487164,2,0,0,0,0,0,2,0,Physical Disability,PICK-UP TRUCK,64,0,206,0,-110,68,340
725,36348,1/21/14,11:45,BROOKLYN,11203,40.6529158,-73.9449683,1,0,0,0,0,0,1,0,Unspecified,OTHER,64,0,206,0,-110,68,340
726,36349,1/21/14,11:45,BROOKLYN,NA,40.7348841,-73.9748281,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
727,36350,1/21/14,11:45,QUEENS,11434,40.6899173,-73.7778939,0,0,0,0,0,0,0,0,Pavement Slippery,VAN,64,0,206,0,-110,68,340
728,36351,1/21/14,11:45,MANHATTAN,10023,40.7762211,-73.9759535,0,0,0,0,0,0,0,0,Unspecified,TAXI,64,0,206,0,-110,68,340
729,36352,1/21/14,11:45,BROOKLYN,11238,40.6845916,-73.9701635,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
730,36353,1/21/14,11:44,BROOKLYN,11212,40.6541334,-73.9123297,0,0,0,0,0,0,0,0,Fatigued/Drowsy,BUS,64,0,206,0,-110,68,340
731,36354,1/21/14,11:43,BRONX,10466,40.8918398,-73.8627401,1,0,0,0,0,0,1,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
732,36355,1/21/14,11:42,QUEENS,11435,40.7157074,-73.8102197,0,0,0,0,0,0,0,0,Drugs (Illegal),BUS,64,0,206,0,-110,68,340
733,36356,1/21/14,11:41,BROOKLYN,11205,40.6906946,-73.9572731,0,0,0,0,0,0,0,0,Unspecified,OTHER,64,0,206,0,-110,68,340
734,36357,1/21/14,11:40,BROOKLYN,11236,40.6502446,-73.9027344,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
735,36358,1/21/14,11:40,BROOKLYN,11223,40.6030058,-73.9615535,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
736,36359,1/21/14,11:38,BRONX,10455,40.8175765,-73.9035773,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
737,36360,1/21/14,11:37,QUEENS,11417,40.6671159,-73.8346499,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,BUS,64,0,206,0,-110,68,340
738,36361,1/21/14,11:36,BROOKLYN,11207,40.6729832,-73.8885156,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
739,36362,1/21/14,11:35,QUEENS,11418,40.6988242,-73.8470025,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
740,36363,1/21/14,11:35,QUEENS,11375,40.7349858,-73.8506577,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
741,36364,1/21/14,11:35,QUEENS,11368,40.742096,-73.8674729,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
742,36365,1/21/14,11:35,MANHATTAN,10037,40.8141049,-73.9408539,0,0,0,0,0,0,0,0,Pavement Slippery,SPORT UTILITY / STATION WAGON,64,0,206,0,-110,68,340
743,36366,1/21/14,11:35,BRONX,10472,40.8367102,-73.8752603,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
744,36367,1/21/14,11:34,QUEENS,11414,40.6695557,-73.8463307,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
745,36368,1/21/14,11:32,BROOKLYN,11214,40.6136702,-73.9995786,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
746,36369,1/21/14,11:31,QUEENS,11372,40.7530481,-73.8915434,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
747,36370,1/21/14,11:30,QUEENS,11435,40.6984091,-73.8064642,2,0,0,0,0,0,2,0,Other Vehicular,PASSENGER VEHICLE,64,0,206,0,-110,68,340
748,36371,1/21/14,11:30,STATEN ISLAND,10301,40.648229,-74.0844985,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
749,36372,1/21/14,11:30,STATEN ISLAND,10301,40.641691,-74.0805554,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
750,36373,1/21/14,11:30,STATEN ISLAND,10306,40.5777109,-74.1175711,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
751,36374,1/21/14,11:30,STATEN ISLAND,10301,40.6418563,-74.0796512,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,64,0,206,0,-110,68,340
752,36375,1/21/14,11:30,QUEENS,11355,40.7538316,-73.818409,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
753,36376,1/21/14,11:30,QUEENS,11101,40.7462958,-73.9304085,0,0,0,0,0,0,0,0,Pavement Slippery,PASSENGER VEHICLE,64,0,206,0,-110,68,340
